,release_year,genre
10580,2018,"Adventure,Casual,Indie,Sports"
10581,2018,"Casual,Indie,Strategy"
10582,2018,"Action,Indie,Early Access"
10583,2018,"Adventure,Casual,Free to Play,Indie,RPG"
10584,2018,"Casual,Indie"
10585,2018,"Racing,Simulation,Sports"
10586,2018,"Adventure,Casual,Indie,Racing,Simulation,Sports,Strategy"
10587,2018,"Action,Adventure,Casual,Indie"
10588,2018,Adventure
10589,nan,"Casual,Indie"
10590,2014,"Indie,Strategy"
10591,2019,"Action,Adventure,Indie,RPG,Early Access"
10592,2014,Adventure
10593,2014,"Indie,RPG,Simulation,Strategy"
10594,2014,"Action,Free to Play,Indie,Massively Multiplayer,RPG"
10595,2014,"Adventure,RPG,Strategy"
10596,2014,"Action,Adventure,Indie,RPG"
10597,2014,"Action,Adventure,Indie"
10598,2016,"Action,Adventure,Indie"
10599,2014,"Casual,Indie"
10600,2014,"Indie,Simulation,Strategy"
10601,2014,"Action,Free to Play,Indie,Massively Multiplayer,RPG"
10602,nan,"Action,Free to Play,Indie"
10603,2013,"Indie,RPG"
10604,nan,"Action,Free to Play,Indie"
10605,nan,"Action,Free to Play,Indie"
10606,nan,"Casual,Indie"
10607,2019,"Action,Adventure,Indie"
10608,2014,"Casual,Indie,RPG,Simulation"
10609,2014,Action
10610,2014,Action
10611,2014,Action
10612,2014,Action
10613,2014,Action
10614,nan,Strategy
10615,2017,Strategy
10616,nan,Strategy
10617,2018,"Action,Free to Play,Indie,Racing,Strategy"
10618,2018,Adventure
10619,2018,"Action,Indie"
10620,2018,"Adventure,Indie"
10621,2018,"Casual,Indie,Simulation"
10622,nan,Simulation
10623,2017,"Adventure,Indie,Simulation,Strategy,Early Access"
10624,2019,"Casual,Indie"
10625,2018,Action
10626,2018,"Action,Free to Play,Indie,Massively Multiplayer,RPG,Simulation,Strategy"
10627,2017,"Action,Casual,Indie"
10628,nan,Strategy
10629,2018,"Casual,Indie,Racing,Simulation"
10630,2018,"Action,Indie,Simulation,Sports"
10631,2018,"Adventure,Indie"
10632,2010,"Action,Free to Play,Strategy"
10633,2018,"Action,Indie,RPG"
10634,2017,Casual
10635,2018,"Action,Casual,Indie"
10636,2002,"Action,Casual,Indie,Strategy"
10637,2018,"Adventure,Casual,Indie,RPG"
10638,2018,"Adventure,Casual,Simulation"
10639,2018,"Casual,Indie"
10640,2018,Action
10641,2018,"Casual,Indie"
10642,2019,"Action,Indie"
10643,2018,Action
10644,2018,"Adventure,Indie"
10645,2018,"Action,Adventure,Casual,Indie"
10646,2018,"Racing,Sports"
10647,2018,Action
10648,2018,"Action,Indie,RPG"
10649,2018,"Racing,Sports"
10650,2018,"Racing,Sports"
10651,2018,"Racing,Sports"
10652,2018,"Racing,Sports"
10653,2018,"Racing,Sports"
10654,2017,"Action,Adventure,Indie,RPG"
10655,2018,Simulation
10656,2017,"Education,Software Training"
10657,2017,"Animation & Modeling,Design & Illustration,Education,Software Training,Utilities,Game Development"
10658,2019,"Indie,RPG,Early Access"
10659,2017,"Free to Play,Massively Multiplayer,Simulation,Sports"
10660,2015,"Action,Adventure,Indie"
10661,2018,"Casual,Indie"
10662,2014,"Action,Indie,Strategy"
10663,2014,"Adventure,Indie"
10664,2014,
10665,nan,"Adventure,RPG,Strategy"
10666,2014,"Indie,RPG"
10667,2015,"RPG,Simulation,Strategy"
10668,2011,"Casual,Free to Play,Indie,Simulation,Strategy"
10669,2015,"Adventure,Indie,RPG"
10670,2014,"Adventure,Indie"
10671,2015,"Casual,Indie"
10672,2018,Simulation
10673,2013,"Adventure,Casual"
10674,2014,"Casual,Indie,Strategy"
10675,nan,"Casual,Indie,Strategy"
10676,2014,"Casual,Indie"
10677,2013,
10678,2014,"Action,Indie,Racing"
10679,2016,"Adventure,Indie,Strategy"
10680,2014,"Action,Adventure"
10681,2014,"Action,Adventure"
10682,2018,"Adventure,Indie,Massively Multiplayer"
10683,2014,"Action,Adventure"
10684,2014,"Action,Adventure"
10685,2014,"Action,Adventure"
10686,2014,"Action,Adventure"
10687,2018,"Casual,Indie"
10688,2018,"RPG,Strategy"
10689,2019,"Racing,Simulation,Sports"
10690,2019,"Racing,Simulation,Sports"
10691,2019,"Racing,Simulation,Sports"
10692,2018,RPG
10693,2018,"Casual,Indie"
10694,2018,"Adventure,Casual,Indie"
10695,2019,"Casual,Indie"
10696,2019,"Adventure,Casual"
10697,2018,"Action,Strategy"
10698,2017,"Adventure,Indie"
10699,2019,Indie
10700,2019,Simulation
10701,2019,Simulation
10702,2019,Adventure
10703,2019,"Action,Adventure,Casual,Indie,Simulation,Early Access"
10704,2019,"Adventure,Casual,Indie,Simulation"
10705,2019,"Action,Adventure,Indie"
10706,2019,"Action,Adventure,Indie"
10707,2019,"Action,Casual,Free to Play,Indie,Simulation,Sports"
10708,2019,"Action,Adventure,Indie"
10709,2019,"Action,Free to Play,Indie"
10710,2019,"Adventure,Casual,Indie,Simulation"
10711,2019,"Casual,Free to Play,Indie"
10712,2019,"Adventure,Casual,Indie"
10713,2019,"Adventure,Casual,Indie"
10714,2019,"Adventure,Casual,Indie"
10715,2019,Indie
10716,2019,"Action,Adventure,Casual,Free to Play,RPG,Strategy"
10717,2019,"Casual,Indie"
10718,2019,"Adventure,Indie"
10719,2019,"Indie,RPG,Strategy"
10720,2019,"Action,Adventure,Indie"
10721,2019,"Adventure,Casual,Free to Play,Indie"
10722,2019,"Action,Adventure,Casual,Indie,Early Access"
10723,2019,"Action,Free to Play,Indie,Sports"
10724,2019,"Adventure,Indie,RPG,Strategy"
10725,2019,"Adventure,Indie,RPG,Simulation,Strategy"
10726,2019,"Adventure,Casual,Indie,Simulation"
10727,2019,"Action,Indie,Simulation"
10728,2019,"Casual,Indie"
10729,2019,"Action,Casual,Indie"
10730,2019,"Action,Adventure,Indie"
10731,2019,"Action,Adventure,Indie"
10732,2019,"Casual,Free to Play,Indie"
10733,2019,"Action,Free to Play,Massively Multiplayer"
10734,2019,"Action,Free to Play,Massively Multiplayer"
10735,2018,"Adventure,Casual,Indie,RPG,Simulation"
10736,2019,"Utilities,Early Access"
10737,2019,Action
10738,2019,Simulation
10739,2018,"Indie,Simulation,Sports,Early Access"
10740,2018,Action
10741,2018,"Indie,Simulation,Sports,Strategy"
10742,2018,"Action,Indie,Simulation,Sports"
10743,2018,"Adventure,Indie,Strategy"
10744,2019,Action
10745,2018,"Action,Free to Play,Massively Multiplayer,Simulation"
10746,2018,"Action,Free to Play,Massively Multiplayer,Simulation"
10747,2019,"Casual,Indie,Simulation,Early Access"
10748,2018,"Adventure,Indie,RPG"
10749,2018,"Simulation,Strategy"
10750,2018,"Action,Adventure,Indie,RPG,Strategy,Early Access"
10751,2018,"Action,Adventure,Casual,Indie,RPG"
10752,2018,"Action,Indie"
10753,2019,"Action,Casual,Free to Play,Indie,RPG"
10754,2018,"Action,Adventure"
10755,2018,"Casual,Indie,Simulation,Early Access"
10756,2019,"Adventure,Indie"
10757,2018,"Software Training,Utilities"
10758,2018,"Action,Casual,Indie,Sports"
10759,2018,"Action,Indie"
10760,2009,Adventure
10761,2018,RPG
10762,2019,Utilities
10763,2018,"Action,Adventure,Indie,Strategy"
10764,2018,"Casual,Indie,Strategy"
10765,2011,Strategy
10766,2011,Strategy
10767,2011,Strategy
10768,2011,Strategy
10769,2011,Strategy
10770,2011,"Casual,Strategy"
10771,2018,"Indie,Early Access"
10772,2011,"Casual,Indie"
10773,2011,"Indie,Strategy"
10774,2011,Simulation
10775,2011,Racing
10776,2010,"Adventure,Indie"
10777,2010,"Action,Adventure,Casual,Indie"
10778,2018,"Action,Adventure,Indie"
10779,2019,"Adventure,Indie"
10780,2018,"Adventure,Indie,Simulation"
10781,2017,"Adventure,Indie"
10782,2019,"Casual,Indie,Simulation"
10783,2019,"Casual,Indie,Simulation"
10784,2019,"Action,Adventure,Free to Play,Massively Multiplayer,RPG"
10785,2019,"Action,Indie,RPG"
10786,2018,"Action,Indie"
10787,2018,"Action,Indie"
10788,2018,"Action,Adventure,Indie,RPG"
10789,2018,"Action,Adventure,Indie,Racing,Early Access"
10790,2019,Adventure
10791,2013,Action
10792,2017,"Casual,Indie"
10793,2019,"Action,Casual,Indie"
10794,2017,"Action,Adventure,Casual"
10795,2019,Action
10796,2018,"Casual,Indie,Strategy"
10797,2018,"Massively Multiplayer,RPG"
10798,2019,Strategy
10799,2018,Action
10800,2019,"Adventure,Indie"
10801,2018,"Action,Indie"
10802,2018,"Adventure,Casual,Indie"
10803,2018,"Action,Adventure,Indie,RPG"
10804,2018,"Casual,Indie,Simulation"
10805,2018,"Action,Casual,Indie"
10806,2018,"Casual,Indie,Simulation"
10807,2018,"Casual,Indie,Strategy"
10808,2018,"Adventure,Casual,Indie"
10809,2018,"Adventure,Indie"
10810,2018,"Action,Indie"
10811,2018,"Action,Adventure,Indie,RPG"
10812,2018,"Action,Indie,Racing,Sports"
10813,2018,"Action,Indie"
10814,2018,Indie
10815,2018,"Free to Play,Indie,Simulation,Strategy"
10816,2018,"Action,Adventure,Indie"
10817,2018,"Free to Play,Indie,Simulation,Strategy"
10818,2018,"Adventure,Indie"
10819,2018,"Action,Adventure,Indie,Strategy,Early Access"
10820,2018,"Action,Indie"
10821,2018,"Action,Indie"
10822,2018,"Action,Adventure,Casual,Indie"
10823,2018,"Indie,Strategy"
10824,2018,"Action,Adventure,Indie"
10825,2018,"Action,Indie,Racing"
10826,2018,"Adventure,Casual"
10827,2018,"Indie,Strategy"
10828,2018,"Adventure,Casual,Indie,Strategy"
10829,2017,"Adventure,Casual,Indie,Strategy"
10830,2017,"Adventure,Casual,Indie"
10831,2018,"Action,Casual,Indie,Simulation"
10832,2018,"Action,Casual,Indie"
10833,2018,"Adventure,Indie,RPG"
10834,2018,"Action,Adventure,Casual,Indie"
10835,2018,Indie
10836,2009,Adventure
10837,2018,Simulation
10838,2018,"Casual,Indie"
10839,2018,Action
10840,2018,"Action,Adventure,Casual,Indie"
10841,2018,"Casual,Indie"
10842,2018,"Adventure,Casual,Indie"
10843,2018,"Adventure,Casual,Indie"
10844,2018,"Adventure,Casual,Indie"
10845,2018,"Casual,Indie"
10846,2018,"Action,Adventure,Indie,Racing"
10847,2018,Indie
10848,2018,"Education,Utilities"
10849,2018,Simulation
10850,2017,"Utilities,Video Production"
10851,2018,Simulation
10852,2018,"Casual,Indie,Simulation"
10853,2018,"Adventure,Casual,Indie"
10854,2018,"Adventure,Casual,Indie,Sports,Strategy"
10855,2018,"Casual,Indie"
10856,2018,"Adventure,Indie"
10857,2018,"Casual,Indie,Simulation,Sports,Strategy"
10858,2018,"Casual,Indie"
10859,2018,"Action,Casual,Indie"
10860,2018,"Action,Indie"
10861,2018,Action
10862,2019,"Action,RPG"
10863,2018,"Action,Casual,Indie"
10864,2018,"Action,Adventure,Indie"
10865,2019,"Action,Free to Play,Indie"
10866,2018,Simulation
10867,2018,"Action,Casual,Simulation,Strategy"
10868,2018,"Casual,Indie"
10869,2018,Strategy
10870,2018,"Adventure,Casual,Free to Play,Indie,Racing,Simulation"
10871,2018,"Casual,Free to Play,Indie,Racing,Simulation"
10872,2018,"Adventure,Indie,RPG"
10873,2018,"Adventure,Indie"
10874,2018,"Adventure,Casual"
10875,2018,"Casual,Indie"
10876,2018,"Action,Indie,Sports"
10877,2018,"Casual,Indie"
10878,2018,"Action,Casual,Free to Play,Indie"
10879,2018,"Action,Indie,Sports"
10880,2018,"Adventure,Casual,RPG,Simulation"
10881,2018,Strategy
10882,2018,"Adventure,Casual,Indie"
10883,2018,"Action,Indie"
10884,2018,"Casual,Indie"
10885,2018,"Action,Adventure,Indie"
10886,2019,"Action,Casual,Indie"
10887,2019,Casual
10888,2019,"Casual,Indie,Simulation"
10889,2019,"Action,Adventure,Indie,Strategy,Early Access"
10890,2019,"Action,Indie"
10891,2019,"Action,Casual,Indie"
10892,2019,Indie
10893,2019,"Action,Indie"
10894,2018,"Action,Free to Play,Massively Multiplayer"
10895,2019,"Action,Adventure,Indie"
10896,2018,"Action,Adventure,Free to Play,Indie"
10897,2019,Indie
10898,2019,"Casual,Indie,Strategy,Early Access"
10899,2019,"Casual,Indie"
10900,2018,"Casual,Indie,RPG"
10901,2018,Casual
10902,2018,Casual
10903,2018,"Adventure,Casual"
10904,2018,Strategy
10905,2018,"Adventure,Casual,Indie,RPG"
10906,2018,"Adventure,Casual,Indie"
10907,2019,"Action,Casual,Indie"
10908,2018,"Adventure,Indie,RPG"
10909,2011,Strategy
10910,2019,"Action,Free to Play"
10911,2018,"Adventure,Casual,Indie"
10912,2017,"Action,Adventure,Casual,Indie"
10913,2019,"Action,Indie"
10914,2018,"Adventure,Indie,RPG"
10915,2018,"Casual,Indie"
10916,2018,"Casual,Indie,Simulation,Sports"
10917,nan,"Action,Casual,Free to Play,Massively Multiplayer,Simulation,Sports"
10918,2019,Simulation
10919,2019,"Casual,Indie,RPG,Simulation"
10920,2014,Simulation
10921,2017,"Adventure,Indie,RPG"
10922,2018,"Casual,Indie,Simulation"
10923,2018,"Casual,Indie,Strategy,Early Access"
10924,2018,"Casual,Indie,Simulation"
10925,2018,"Action,Casual,Indie"
10926,2018,"Adventure,Indie,RPG"
10927,2019,Action
10928,2018,Action
10929,2019,"Action,Indie"
10930,2018,"Indie,RPG"
10931,2018,"Adventure,Indie,RPG"
10932,2018,"Action,Strategy"
10933,2018,"Casual,Indie,Simulation"
10934,2019,Action
10935,2019,Action
10936,2019,Action
10937,2019,Action
10938,2019,Action
10939,2019,Action
10940,2018,"Adventure,Casual,Indie,Simulation"
10941,2018,"Action,Indie"
10942,2018,"Action,Adventure,Indie,RPG"
10943,2018,"Action,Casual"
10944,2018,RPG
10945,2018,"Action,Adventure,Indie"
10946,2018,"Adventure,Casual,Indie"
10947,2018,"Indie,Strategy,Early Access"
10948,2011,Adventure
10949,2018,"Action,Casual,Indie"
10950,2018,"Action,Indie,Sports"
10951,2018,"Adventure,Indie,RPG"
10952,2019,"Action,Adventure,Casual,Indie,Simulation"
10953,2018,"Adventure,Casual"
10954,2018,"Casual,Indie,Massively Multiplayer,Simulation,Strategy"
10955,2018,"Adventure,Casual,Indie,RPG,Simulation"
10956,2018,"Action,Indie"
10957,2018,"Action,Indie"
10958,2018,"Casual,Indie"
10959,2018,"Action,Casual,Indie"
10960,2018,Casual
10961,2018,"Casual,Indie,Strategy,Early Access"
10962,2018,"Action,RPG"
10963,2013,Casual
10964,2015,Casual
10965,2018,"Adventure,Indie,RPG"
10966,2018,"Action,Adventure,Indie,Racing,Sports"
10967,2018,"Action,Indie"
10968,2018,"Casual,Indie"
10969,2018,Indie
10970,2018,"Adventure,Casual,Indie"
10971,2013,"Action,Indie,Strategy"
10972,2013,Simulation
10973,2013,"Action,Adventure"
10974,2017,"Indie,Simulation,Strategy"
10975,2013,"Action,Indie,Strategy"
10976,2013,"Action,Indie,Strategy"
10977,2018,Action
10978,2013,"Action,Indie,Strategy"
10979,2013,"Action,Indie,Strategy"
10980,nan,"Action,Indie,Strategy"
10981,2013,Indie
10982,2013,"Action,Indie,Strategy"
10983,nan,"Adventure,Indie,RPG,Strategy,Action,Casual"
10984,2019,"Casual,Indie,Simulation"
10985,2013,"Casual,Simulation"
10986,2013,Strategy
10987,2014,"Adventure,Casual,Indie"
10988,2014,Utilities
10989,nan,"Casual,Free to Play,Indie,Simulation,Sports,Strategy,Adventure,Action"
10990,2013,Action
10991,2013,Simulation
10992,2014,Action
10993,2013,Action
10994,2014,Action
10995,2013,Action
10996,2017,"Action,Indie"
10997,2017,"Indie,Simulation"
10998,2019,"Action,Racing,Sports"
10999,2019,"Indie,RPG,Strategy"
11000,2019,"Action,Indie"
11001,2019,"Casual,Simulation"
11002,2016,"Adventure,Casual,Indie"
11003,2019,"Casual,Indie"
11004,2019,"Casual,Indie"
11005,2018,"Action,Adventure,RPG,Strategy"
11006,2019,RPG
11007,2019,"Action,Adventure,Casual,Indie,RPG,Simulation,Sports,Strategy"
11008,2019,"Adventure,Indie"
11009,2018,"Casual,Indie,Strategy"
11010,2019,"Casual,Indie,Simulation"
11011,2018,Casual
11012,2018,"Action,Free to Play,Indie"
11013,2018,"Action,Adventure,Casual,Indie"
11014,2019,"Casual,Indie,Simulation,Sports,Strategy"
11015,2019,"Action,Free to Play"
11016,2019,Indie
11017,2019,"Adventure,Casual,Indie,Simulation"
11018,2019,"Action,Free to Play"
11019,2019,"Action,Adventure,Indie"
11020,2019,"Action,Adventure,Indie"
11021,nan,"Casual,Free to Play,Indie,Strategy"
11022,nan,"Casual,Indie,RPG,Simulation,Action,Adventure"
11023,nan,Action
11024,nan,"Action,Adventure,Indie"
11025,nan,"Action,Indie,Early Access"
11026,nan,"Adventure,Indie"
11027,nan,"Casual,Indie,Strategy"
11028,nan,"Adventure,Indie"
11029,nan,"Adventure,Casual,Indie,Action,Strategy,Early Access"
11030,nan,"Adventure,Casual,Indie"
11031,nan,"Casual,Indie"
11032,nan,"Adventure,Indie,RPG"
11033,nan,"Strategy,Simulation"
11034,nan,"Action,Casual,Indie,Simulation,Strategy"
11035,nan,"Adventure,Indie,Simulation"
11036,nan,"Audio Production,Design & Illustration,Utilities,Video Production,Web Publishing"
11037,nan,Action
11038,nan,"Casual,Indie"
11039,nan,"Indie,Simulation,Strategy,RPG"
11040,2018,"Action,Adventure,Indie"
11041,2018,"Adventure,Indie,RPG,Early Access"
11042,2019,"Action,Adventure"
11043,2019,Adventure
11044,2019,"Casual,Indie"
11045,2019,"Adventure,Casual,Indie,Strategy"
11046,2019,"Action,Casual,Indie"
11047,2019,"Action,Indie,Strategy"
11048,2018,"Casual,Indie,Simulation,Sports"
11049,2017,"Casual,Indie"
11050,2018,"Action,Casual,Indie"
11051,2018,"Adventure,Indie,Early Access"
11052,2018,"Adventure,Casual,Indie,RPG"
11053,2018,"Indie,Strategy"
11054,2018,"Adventure,Indie,RPG,Simulation"
11055,2018,"Adventure,Indie,RPG,Simulation"
11056,2018,"Animation & Modeling,Audio Production,Utilities,Video Production"
11057,2018,"Action,Indie,Strategy"
11058,2018,"Action,Indie"
11059,2018,"Casual,Indie,Strategy"
11060,2018,"Action,Casual,Indie"
11061,2018,"Action,Indie"
11062,2018,"Indie,Simulation,Strategy"
11063,2018,"Adventure,Indie,RPG"
11064,2018,"Indie,Simulation"
11065,2018,"Casual,Indie"
11066,2019,"Casual,Indie"
11067,2018,"Action,Indie"
11068,2018,"Adventure,Indie,Strategy"
11069,2018,"Adventure,Indie"
11070,2018,Adventure
11071,2018,"Design & Illustration,Web Publishing"
11072,2018,"Adventure,Casual,Indie"
11073,2018,Indie
11074,2018,"Action,Indie"
11075,2019,Indie
11076,2018,"Adventure,Indie,Simulation"
11077,2018,Indie
11078,2018,Indie
11079,2018,"Animation & Modeling,Utilities"
11080,2018,"Action,Adventure,Indie"
11081,2018,"Adventure,Casual,Indie,RPG,Simulation"
11082,2018,"Adventure,Casual,Indie,Racing"
11083,2018,"Action,Casual,Indie"
11084,2018,"Design & Illustration,Web Publishing"
11085,2017,"Action,Adventure,Indie,RPG"
11086,2017,"Casual,Indie,Simulation"
11087,2018,"Adventure,Free to Play,Indie,RPG"
11088,2018,"Adventure,Indie"
11089,2018,"Indie,RPG,Simulation"
11090,2018,Indie
11091,2018,"Design & Illustration,Web Publishing"
11092,2018,"Casual,Indie,Strategy"
11093,2018,"Action,Adventure,Casual,Indie,RPG"
11094,2018,"Action,Casual,Indie"
11095,2018,"Action,Adventure,Indie"
11096,2018,"Adventure,Indie,RPG"
11097,2018,Indie
11098,2018,"Action,Adventure,Casual,Indie"
11099,2018,Action
11100,2018,"Action,Simulation,Sports"
11101,2018,"Casual,Free to Play,Indie,Massively Multiplayer,Simulation,Strategy"
11102,2018,Action
11103,2018,"Adventure,Casual,Indie,RPG,Simulation"
11104,2017,"Action,Indie"
11105,2018,Action
11106,2018,"Casual,Indie,Simulation"
11107,2018,"Action,Indie"
11108,2018,"Action,Adventure,Casual,Indie,RPG"
11109,2018,"Adventure,Indie"
11110,2018,"Casual,Indie,Simulation,Strategy"
11111,2018,Simulation
11112,2018,Simulation
11113,2018,"Adventure,Indie,RPG"
11114,2018,"Adventure,Indie,RPG"
11115,2018,"Action,Adventure,RPG"
11116,2018,"Adventure,Indie,RPG"
11117,2017,"Adventure,Indie"
11118,2018,"Simulation,Sports"
11119,2018,Action
11120,2018,Action
11121,2018,"Adventure,Indie"
11122,2018,"Action,Casual,Indie,Massively Multiplayer"
11123,2018,"Adventure,Indie,RPG"
11124,2018,"Casual,Indie"
11125,2018,Indie
11126,2018,"Action,Adventure,Indie,RPG"
11127,2018,"Casual,Indie"
11128,2018,"Casual,Indie,Strategy"
11129,2017,Strategy
11130,2018,"Casual,Indie,Strategy"
11131,2018,Utilities
11132,2018,"Casual,Indie"
11133,2018,"Action,Adventure,Indie,RPG,Simulation"
11134,2018,"Casual,Indie,Sports,Early Access"
11135,2018,"Adventure,Casual"
11136,2018,"Action,Adventure,Casual"
11137,2019,Action
11138,2019,Action
11139,2019,Action
11140,2019,Action
11141,2019,Action
11142,2019,Action
11143,2018,Education
11144,2019,Action
11145,2019,Action
11146,2019,Action
11147,2018,"Free to Play,Indie,Simulation"
11148,2019,Action
11149,2018,"Action,Adventure,Indie"
11150,2018,"Action,Indie"
11151,2018,"Action,Indie"
11152,2018,"Casual,Indie,Simulation,Strategy"
11153,2018,"Action,Indie"
11154,2018,"Casual,Indie"
11155,2018,"Action,Indie"
11156,2018,"Casual,Indie"
11157,2018,Action
11158,2018,Action
11159,2018,"Action,Adventure,Indie,Strategy"
11160,2018,"Action,Casual,Racing,Sports"
11161,2017,"Casual,Strategy"
11162,2018,"Adventure,Casual,Indie,RPG,Strategy"
11163,2018,"Casual,Indie,Strategy"
11164,2018,"Action,Casual,Indie"
11165,2018,"Simulation,Strategy"
11166,2018,RPG
11167,2019,Indie
11168,2018,"Indie,Massively Multiplayer,Simulation,Strategy,Early Access"
11169,2018,"Casual,Indie"
11170,2019,"Action,Strategy"
11171,2018,"Adventure,Indie,RPG"
11172,2018,Casual
11173,2019,"Action,Casual,Indie"
11174,2018,"Casual,Indie"
11175,2018,Action
11176,2018,"Indie,Strategy,Early Access"
11177,2018,Action
11178,2018,Action
11179,2018,Action
11180,2018,Action
11181,2018,Action
11182,2019,"Adventure,Casual,Indie"
11183,2019,"Action,Free to Play,Indie,Simulation"
11184,2019,"Indie,Strategy"
11185,2019,"Casual,Indie"
11186,2018,Action
11187,2019,"Action,Indie"
